Representative Name,Product,State,Sale Amount,Quarter
Jeanette Robertson,homeopathic remedy,California,19.21,Q1
Isabella Santiago,snake,Texas,8251.24,Q1
Cordelia Washington,snake,New York,6075.47,Q1
Angel Reese,snake,Florida,7.27,Q1
Viola Watson,beanie baby,Florida,2667.08,Q1
Tillie Bryant,401k,California,2407.30,Q1
Irene Webster,beanie baby,California,3305.14,Q1
Cordelia Washington,watermelon,New York,4664.28,Q1
Caroline Berry,beanie baby,New York,12.40,Q1
Ian Miller,beanie baby,Texas,2420.48,Q1
Myrtle Hodges,homeopathic remedy,California,830.33,Q1
Eleanor Patrick,beanie baby,Massachusetts,7448.58,Q1
Jeanette Robertson,homeopathic remedy,New York,6575.45,Q1
Jeremiah Norton,401k,Florida,39.64,Q1
Viola Watson,homeopathic remedy,Massachusetts,9924.48,Q1
Antonio Walton,homeopathic remedy,New York,4722.30,Q1
Henrietta Wood,homeopathic remedy,Texas,2860.31,Q1
Eleanor Patrick,watermelon,California,1993.98,Q1
Jose Harmon,beanie baby,Massachusetts,3877.50,Q1
Angel Reese,beanie baby,New York,43.88,Q1
Ida Hale,401k,California,1149.74,Q1
Roxie McCormick,beanie baby,New York,3486.57,Q1
Winnie Norman,snake,Massachusetts,7679.39,Q1
Ina Evans,beanie baby,New York,263.45,Q1
Rodney Day,homeopathic remedy,Florida,3588.38,Q1
Josephine Bowen,beanie baby,Texas,189.91,Q1
Winnie Norman,watermelon,Massachusetts,6517.21,Q1
Richard Logan,401k,Massachusetts,396.11,Q1
Jesus Hampton,snake,California,5.19,Q1
Charlotte Bryan,401k,California,162.98,Q1
May Webster,watermelon,Massachusetts,0.91,Q1
Marc Bell,watermelon,Florida,855.37,Q1
Angel Reese,snake,Florida,6875.03,Q1
Amelia Pope,homeopathic remedy,Florida,209.51,Q1
Jeremiah Norton,401k,Texas,2855.84,Q1
Amelia Pope,beanie baby,Florida,567.38,Q1
Bruce Berry,watermelon,Florida,25.82,Q1
Johnny Wagner,watermelon,New York,394.01,Q1
Ida Hale,watermelon,Massachusetts,5496.67,Q1
Mamie Roy,watermelon,California,2108.10,Q1
Eleanor Patrick,401k,Texas,710.53,Q1
Antonio Walton,watermelon,Florida,2312.66,Q1
Helen Kelly,watermelon,New York,7922.11,Q1
Nelle Alexander,beanie baby,California,951.02,Q1
Lola Wade,beanie baby,Florida,6.92,Q1
Jose Harmon,beanie baby,New York,75.91,Q1
Hulda Munoz,homeopathic remedy,Texas,1623.05,Q1
Winnie Norman,watermelon,New York,159.10,Q1
Cordelia Washington,beanie baby,Massachusetts,1842.49,Q1
Chris Atkins,beanie baby,New York,909.07,Q1
Maude Hoffman,beanie baby,Florida,6404.46,Q1
Abbie Jenkins,watermelon,New York,1132.92,Q1
Nora Brooks,snake,Texas,216.68,Q1
Hulda Munoz,beanie baby,California,7592.77,Q1
Isabelle Mills,snake,Florida,7926.94,Q1
Genevieve Thornton,401k,Massachusetts,3187.83,Q1
Estella Dawson,beanie baby,Florida,8764.17,Q1
Annie Perkins,homeopathic remedy,Texas,14.59,Q1
Nannie Clarke,watermelon,Texas,282.03,Q1
Marc Bell,401k,California,5017.84,Q1
Lottie Graham,401k,Massachusetts,200.68,Q1
Eleanor Ford,homeopathic remedy,New York,5801.91,Q1
Ida Ellis,snake,Texas,722.92,Q1
Annie Perkins,watermelon,Florida,6230.94,Q1
Tillie Bryant,snake,Florida,365.76,Q1
Isabella Santiago,homeopathic remedy,Massachusetts,3610.98,Q1
Charlie West,beanie baby,Texas,3613.19,Q1
Stephen Baker,401k,Florida,6504.17,Q1
Nannie Clarke,beanie baby,Florida,2383.56,Q1
Sophia Wilson,401k,New York,1873.30,Q1
Iva Holmes,401k,New York,593.96,Q1
Mark Parks,401k,Massachusetts,1220.66,Q1
Josephine Bowen,snake,California,1585.78,Q1
Charlotte Bryan,401k,Texas,6327.63,Q1
Nelle Alexander,snake,Massachusetts,9966.51,Q1
Caroline Berry,beanie baby,New York,1871.57,Q1
Lottie Graham,beanie baby,New York,7577.09,Q1
Nettie Copeland,snake,Massachusetts,3481.81,Q1
Irene Webster,snake,Florida,7632.98,Q1
Birdie Carter,beanie baby,New York,8405.48,Q1
Emma Holmes,beanie baby,Massachusetts,954.33,Q1
Alejandro Castro,beanie baby,California,2956.47,Q1
Bruce Berry,401k,California,530.88,Q1
Tom Massey,snake,Texas,2602.10,Q1
Nettie Copeland,homeopathic remedy,Florida,594.88,Q1
Lola Wade,snake,California,5889.32,Q1
Mae Summers,beanie baby,California,516.67,Q1
Manuel Boyd,beanie baby,California,17.29,Q1
Birdie Carter,401k,California,582.87,Q1
Jose Harmon,beanie baby,Texas,996.79,Q1
Nelle Alexander,beanie baby,Massachusetts,537.44,Q1
Annie Perkins,snake,Massachusetts,15.44,Q1
Addie Sutton,401k,Massachusetts,9358.66,Q1
Jesus Hampton,homeopathic remedy,Massachusetts,273.46,Q1
Lola Wade,beanie baby,New York,6859.32,Q1
Luis Gilbert,401k,New York,65.93,Q1
Ian Miller,watermelon,California,4966.14,Q1
Birdie Simmons,snake,Florida,34.28,Q1
Abbie Jenkins,homeopathic remedy,California,5.36,Q1
Birdie Simmons,401k,Texas,6293.92,Q1
Emily Gardner,beanie baby,Massachusetts,8589.00,Q1
Sarah Massey,homeopathic remedy,Florida,644.40,Q1
Winnie Norman,401k,California,1320.24,Q1
Sophia Stephens,watermelon,New York,193.80,Q1
Chris Atkins,beanie baby,New York,293.71,Q1
Emily Gardner,snake,California,3204.80,Q1
Helen Kelly,homeopathic remedy,Florida,1236.34,Q1
Jeanette Robertson,snake,Texas,1653.51,Q1
Ivan Moore,homeopathic remedy,Massachusetts,9.28,Q1
Alice McGuire,watermelon,Texas,5708.52,Q1
Iva Holmes,401k,Florida,494.66,Q1
Winnie Norman,401k,Massachusetts,3693.31,Q1
Troy Ballard,401k,Florida,580.74,Q1
Birdie Carter,401k,New York,2408.59,Q1
Lelia Graves,watermelon,California,2846.81,Q1
Georgie West,snake,Texas,2350.39,Q1
Abbie Jenkins,homeopathic remedy,Texas,427.50,Q1
Henrietta Wood,beanie baby,California,597.20,Q1
Rodney Day,snake,California,1208.18,Q1
Angel Reese,watermelon,Florida,763.16,Q1
Nora Brooks,watermelon,California,7439.54,Q1
Tillie Bryant,snake,California,460.25,Q1
Sally Tucker,401k,Texas,1081.15,Q1
Richard Luna,watermelon,Texas,9743.79,Q1
Winnie Norman,snake,Florida,811.26,Q1
Jason Park,watermelon,California,1360.56,Q1
Nora Brooks,homeopathic remedy,Massachusetts,3841.21,Q1
Helen Kelly,snake,Texas,3318.85,Q1
Estella Dawson,401k,Florida,0.09,Q1
Cordelia Washington,watermelon,California,958.96,Q1
Genevieve Thornton,401k,New York,2910.08,Q1
Marguerite Poole,homeopathic remedy,Massachusetts,3485.61,Q1
Myrtle Hodges,401k,Florida,1376.55,Q1
Maude Hoffman,401k,Massachusetts,1118.48,Q1
Mary Townsend,beanie baby,Massachusetts,4001.27,Q1
Luis Gilbert,snake,Massachusetts,2846.24,Q1
Richard Luna,beanie baby,California,7072.89,Q1
Josephine Bowen,snake,New York,7867.83,Q1
Eleanor Patrick,homeopathic remedy,Florida,654.07,Q1
Ivan Moore,401k,New York,0.04,Q1
Angel Reese,watermelon,Massachusetts,541.81,Q1
Annie Perkins,snake,Texas,9826.67,Q1
Henrietta Wood,watermelon,Massachusetts,8355.97,Q1
Emma Holmes,401k,Texas,1382.24,Q1
Johnny Wagner,401k,Massachusetts,7114.40,Q1
Mae Summers,watermelon,Texas,1170.59,Q1
Mae Summers,snake,Florida,252.78,Q1
Jeremiah Norton,beanie baby,Texas,7599.51,Q1
Bruce Berry,watermelon,Texas,2723.73,Q1
Eleanor Ford,snake,New York,2358.92,Q1
Charlie West,watermelon,Massachusetts,1863.18,Q1
Nelle Alexander,snake,California,2351.57,Q1
Luis Gilbert,401k,California,4714.30,Q1
Gertrude Harrington,beanie baby,Florida,7142.95,Q1
Richard Logan,watermelon,California,91.53,Q1
Kenneth Hamilton,401k,Massachusetts,24.32,Q1
Eva Carter,401k,Texas,7521.38,Q1
Alejandro Castro,beanie baby,New York,1730.94,Q1
James Green,401k,California,4036.95,Q1
Warren Warren,watermelon,New York,1340.12,Q1
Jeremiah Norton,snake,Florida,451.79,Q1
Nelle Alexander,watermelon,California,8543.51,Q1
Lottie Graham,beanie baby,Massachusetts,109.74,Q1
Jeanette Robertson,401k,New York,4179.13,Q1
Helen Kelly,homeopathic remedy,Texas,104.25,Q1
Josephine Bowen,beanie baby,Florida,9785.94,Q1
Lola Wade,homeopathic remedy,Massachusetts,7017.42,Q1
Lula Thompson,beanie baby,New York,4983.17,Q1
Estella Dawson,snake,Texas,674.05,Q1
Lela Harvey,watermelon,Massachusetts,2361.19,Q1
Isabella Santiago,homeopathic remedy,Massachusetts,5252.18,Q1
Virgie Walton,snake,California,1041.88,Q1
Lelia Graves,401k,New York,3440.94,Q1
Mark Parks,beanie baby,Texas,1296.94,Q1
Ricky Burgess,watermelon,Florida,5309.91,Q1
Emma Holmes,401k,New York,2994.63,Q1
Johnny Wagner,401k,Texas,1006.40,Q1
Jeff Jennings,homeopathic remedy,California,2857.32,Q1
Winnie Norman,401k,Massachusetts,109.64,Q1
Ian Miller,401k,New York,7262.42,Q1
Eleanor Patrick,beanie baby,Florida,1167.69,Q1
Jesus Hampton,watermelon,Florida,1943.27,Q1
Birdie Carter,snake,Florida,6446.51,Q1
Bruce Berry,homeopathic remedy,New York,3930.77,Q1
Emily Gardner,401k,New York,4899.13,Q1
Eva Carter,beanie baby,California,719.42,Q1
Cordelia Washington,homeopathic remedy,California,7350.57,Q1
Estella Dawson,watermelon,Florida,9407.15,Q1
Tom Massey,401k,Massachusetts,163.54,Q1
Gilbert Horton,watermelon,Florida,836.27,Q1
Marguerite Poole,watermelon,New York,2075.26,Q1
May Webster,401k,New York,3567.70,Q1
Isabelle Mills,watermelon,Massachusetts,481.49,Q1
Stephen Baker,watermelon,Texas,4868.76,Q1
Ina Evans,snake,Florida,5124.18,Q1
Lela Harvey,snake,Texas,9911.32,Q1
Jason Park,homeopathic remedy,Florida,574.10,Q1
Jeremiah Norton,401k,Texas,4937.45,Q1
Henrietta Wood,snake,Florida,6110.30,Q1
Billy Lucas,homeopathic remedy,California,142.54,Q1
Gertrude Harrington,homeopathic remedy,California,6374.53,Q1
Ivan Moore,401k,New York,2826.29,Q1
Shane Estrada,watermelon,Florida,7265.27,Q1
Douglas Edwards,snake,California,7498.77,Q1
Nelle Alexander,beanie baby,California,29.11,Q1
Kenneth Hamilton,homeopathic remedy,Massachusetts,5199.45,Q1
Alejandro Castro,watermelon,Texas,1810.06,Q1
Alice McGuire,beanie baby,New York,8764.65,Q1
Theresa Frazier,watermelon,Florida,1018.19,Q1
Estelle Zimmerman,snake,Texas,33.19,Q1
Jeff Jennings,snake,New York,56.44,Q1
Shane Estrada,watermelon,New York,1111.77,Q1
Nettie Copeland,beanie baby,Texas,565.20,Q1
Curtis Cannon,beanie baby,Texas,744.64,Q1
Emily Gardner,beanie baby,Texas,5.53,Q1
Shane Estrada,homeopathic remedy,California,198.77,Q1
Manuel Boyd,401k,Texas,5813.00,Q1
Jeanette Robertson,401k,California,4222.32,Q1
Sarah Massey,snake,California,387.84,Q1
Georgie West,watermelon,New York,6284.80,Q1
Tillie Bryant,beanie baby,Texas,357.51,Q1
Annie Perkins,homeopathic remedy,Florida,4012.37,Q1
Ida Ellis,homeopathic remedy,Florida,103.08,Q1
Johnny Wagner,beanie baby,Massachusetts,1981.16,Q1
James Green,beanie baby,New York,6210.35,Q1
Lola Wade,401k,Texas,4922.46,Q1
Alice McGuire,401k,Massachusetts,1910.04,Q1
Jeremiah Norton,beanie baby,Massachusetts,389.19,Q1
Chris Atkins,snake,Texas,2658.26,Q1
Bruce Berry,homeopathic remedy,Florida,6357.55,Q1
Viola Watson,snake,Massachusetts,7310.00,Q1
Tom Massey,401k,Massachusetts,2155.96,Q1
Virgie Walton,homeopathic remedy,Florida,1990.26,Q1
Jeremiah Norton,snake,California,4365.56,Q1
Curtis Cannon,beanie baby,New York,735.23,Q1
Sophia Stephens,snake,New York,4344.68,Q1
Mary Townsend,watermelon,California,6400.81,Q1
Lottie Graham,homeopathic remedy,New York,3926.29,Q1
Ricky Burgess,homeopathic remedy,Florida,9594.19,Q1
Sally Tucker,beanie baby,Texas,7417.77,Q1
Iva Holmes,beanie baby,California,401.00,Q1
Tillie Bryant,watermelon,California,27.64,Q1
Jeanette Robertson,snake,New York,10.85,Q1
Gilbert Horton,homeopathic remedy,New York,2.69,Q1
Maude Hoffman,401k,Florida,6387.07,Q1
Nora Brooks,homeopathic remedy,California,8250.78,Q1
Ina Evans,homeopathic remedy,Texas,7502.69,Q1
Alejandro Castro,homeopathic remedy,Texas,8611.25,Q1
Nettie Copeland,watermelon,Texas,6746.96,Q1
Isabelle Mills,watermelon,New York,3079.21,Q1
Emily Gardner,beanie baby,Massachusetts,3206.47,Q1
Ida Ellis,homeopathic remedy,California,52.53,Q1
Lola Wade,snake,New York,1149.10,Q1
Luis Gilbert,homeopathic remedy,New York,4830.98,Q1
Cody Duncan,snake,Florida,111.42,Q1
Samuel Yates,snake,California,5435.61,Q1
Estelle Zimmerman,snake,Texas,743.63,Q1
Angel Reese,beanie baby,New York,487.55,Q1
Billy Lucas,snake,New York,718.08,Q1
Sarah Massey,snake,New York,4440.74,Q1
Theresa Frazier,homeopathic remedy,New York,8064.58,Q1
Emily Gardner,401k,California,1609.28,Q1
Jeff Jennings,snake,Massachusetts,2724.95,Q1
Jose Harmon,homeopathic remedy,Florida,5159.80,Q1
Henrietta Wood,beanie baby,Massachusetts,4864.81,Q1
Marguerite Poole,401k,Florida,5714.98,Q1
Sarah Massey,401k,Florida,230.33,Q1
Elmer McLaughlin,401k,California,3371.70,Q1
Eva Carter,401k,Massachusetts,827.43,Q1
Charlotte Bryan,snake,California,1490.31,Q1
Iva Holmes,snake,Florida,5621.08,Q1
Curtis Cannon,401k,Massachusetts,8008.16,Q1
Cody Duncan,beanie baby,California,42.07,Q1
Amelia Pope,snake,California,1778.86,Q1
Helen Kelly,401k,New York,2937.11,Q1
Tom Massey,beanie baby,Florida,1422.82,Q1
Lelia Graves,beanie baby,California,265.52,Q1
James Green,beanie baby,California,5022.62,Q1
Mark Parks,snake,Florida,7237.29,Q1
Winnie Norman,beanie baby,Massachusetts,6490.74,Q1
Marguerite Poole,snake,New York,0.06,Q1
Antonio Walton,snake,Texas,2536.52,Q1
Alejandro Castro,homeopathic remedy,California,5417.25,Q1
Georgie West,homeopathic remedy,California,2255.66,Q1
Iva Holmes,snake,Massachusetts,310.22,Q1
Theresa Frazier,homeopathic remedy,New York,104.17,Q1
Annie Perkins,beanie baby,California,687.15,Q1
Jason Park,watermelon,Massachusetts,2185.16,Q1
Jason Park,watermelon,New York,2397.15,Q1
Bruce Berry,beanie baby,Massachusetts,839.36,Q1
Ida Ellis,watermelon,New York,507.52,Q1
Elmer McLaughlin,beanie baby,California,1909.79,Q1
Ivan Moore,snake,Texas,8211.74,Q1
Mark Parks,homeopathic remedy,Florida,2204.86,Q1
Cody Duncan,homeopathic remedy,Texas,486.48,Q1
Elmer McLaughlin,beanie baby,California,2638.46,Q1
Hulda Munoz,401k,Texas,6789.47,Q1
Jeanette Robertson,beanie baby,California,2768.68,Q1
Mary Townsend,beanie baby,Texas,0.00,Q1
Jeanette Robertson,snake,Massachusetts,2.50,Q1
Eleanor Patrick,homeopathic remedy,California,4271.15,Q1
Addie Sutton,snake,California,6857.91,Q1
Caroline Berry,beanie baby,Massachusetts,2966.03,Q1
Gary Griffith,snake,Texas,20.40,Q1
Richard Logan,watermelon,New York,2695.52,Q1
Hulda Munoz,snake,New York,1942.74,Q1
Maude Hoffman,beanie baby,New York,6378.73,Q1
James Green,beanie baby,Florida,1836.02,Q1
Stephen Baker,401k,Texas,1776.25,Q1
Stephen Baker,homeopathic remedy,Massachusetts,2355.10,Q1
Mark Parks,watermelon,California,1683.97,Q1
Gertrude Harrington,homeopathic remedy,Florida,164.53,Q1
Jose Harmon,beanie baby,Massachusetts,8900.67,Q1
Cody Duncan,snake,Florida,3.46,Q1
Warren Warren,homeopathic remedy,Florida,3506.67,Q1
Antonio Walton,beanie baby,Florida,9608.90,Q1
Rodney Day,beanie baby,Florida,7233.96,Q1
Mae Summers,homeopathic remedy,Texas,211.03,Q1
Helen Kelly,401k,Texas,219.62,Q1
Chris Atkins,watermelon,California,89.61,Q1
Jeremiah Norton,homeopathic remedy,Florida,6236.39,Q1
Mae Summers,beanie baby,Massachusetts,3.90,Q1
Jeanette Robertson,homeopathic remedy,Texas,924.92,Q1
Mark Parks,beanie baby,Florida,4881.38,Q1
Jeanette Robertson,401k,Texas,8681.43,Q1
Birdie Simmons,401k,Texas,5652.16,Q1
Nannie Clarke,watermelon,New York,9845.12,Q1
Sarah Massey,watermelon,Texas,904.82,Q1
Myrtle Hodges,watermelon,Florida,664.63,Q1
Ina Evans,beanie baby,Massachusetts,1153.37,Q1
Viola Watson,watermelon,Massachusetts,462.95,Q1
Billy Lucas,watermelon,Massachusetts,2349.57,Q1
Sophia Stephens,snake,California,1828.56,Q1
Sarah Massey,homeopathic remedy,Massachusetts,4209.74,Q1
Jose Harmon,snake,Massachusetts,1495.87,Q1
Annie Perkins,homeopathic remedy,California,2863.97,Q1
Shane Estrada,watermelon,New York,2706.52,Q1
Mark Parks,snake,New York,5254.64,Q1
Virgie Walton,homeopathic remedy,New York,9383.06,Q1
Nelle Alexander,401k,Massachusetts,9217.95,Q1
Ina Evans,401k,Florida,1513.60,Q1
Mark Parks,snake,New York,6187.89,Q1
Cody Duncan,snake,Texas,3.27,Q1
Stephen Baker,watermelon,California,1352.19,Q1
Ivan Moore,snake,Massachusetts,31.56,Q1
Nora Gray,watermelon,Florida,2560.80,Q1
Theresa Frazier,homeopathic remedy,California,139.82,Q1
Johnny Wagner,watermelon,Texas,2129.74,Q1
Manuel Boyd,beanie baby,California,7186.28,Q1
Billy Lucas,homeopathic remedy,New York,2306.99,Q1
Laura Morrison,401k,New York,2182.38,Q1
Lola Wade,snake,California,681.93,Q1
Elmer McLaughlin,homeopathic remedy,Florida,8254.84,Q1
Lelia Bowen,watermelon,Massachusetts,2604.81,Q1
Sophia Stephens,401k,California,9698.87,Q1
Rodney Day,watermelon,New York,1660.93,Q1
Nora Gray,snake,California,1358.75,Q1
Lelia Graves,401k,Florida,503.85,Q1
Winnie Norman,watermelon,Massachusetts,2213.23,Q1
Gary Griffith,homeopathic remedy,Massachusetts,5222.56,Q1
Henrietta Wood,homeopathic remedy,Texas,6509.79,Q1
Eva Carter,401k,Texas,1335.21,Q1
Troy Ballard,homeopathic remedy,New York,5922.99,Q1
Sarah Massey,homeopathic remedy,Texas,2957.44,Q1
Sophia Wilson,beanie baby,Texas,80.75,Q1
Bruce Berry,homeopathic remedy,Florida,967.00,Q1
Richard Logan,watermelon,Texas,1050.25,Q1
Richard Logan,beanie baby,Texas,1737.32,Q1
Ina Evans,snake,Florida,299.68,Q1
Irene Webster,snake,Massachusetts,2053.86,Q1
Stephen Baker,homeopathic remedy,New York,3939.95,Q1
Curtis Cannon,watermelon,Massachusetts,8585.59,Q1
Lela Harvey,homeopathic remedy,New York,3995.23,Q1
Tom Massey,beanie baby,Texas,1031.62,Q1
Ian Miller,401k,New York,4124.81,Q1
Gertrude Harrington,beanie baby,California,2063.46,Q1
Ida Hale,beanie baby,California,299.78,Q1
Eleanor Patrick,snake,California,7369.69,Q1
Edgar Wilkins,beanie baby,California,7788.24,Q1
Annie Perkins,homeopathic remedy,New York,170.75,Q1
Emily Gardner,beanie baby,Massachusetts,1252.80,Q1
Curtis Cannon,watermelon,Florida,317.05,Q1
Antonio Walton,beanie baby,Florida,3427.27,Q1
Theresa Frazier,401k,Texas,7626.95,Q1
Sally Tucker,watermelon,California,4013.78,Q1
Viola Watson,snake,Florida,2550.53,Q1
Jesus Hampton,beanie baby,Massachusetts,597.23,Q1
Lelia Graves,watermelon,Texas,3068.76,Q1
Jose Harmon,snake,California,5820.49,Q1
Lelia Bowen,beanie baby,California,4311.41,Q1
Winnie Norman,beanie baby,Massachusetts,2468.44,Q1
Henrietta Wood,401k,Massachusetts,8.33,Q1
Emma Holmes,watermelon,California,2203.02,Q1
Billy Lucas,snake,New York,3216.78,Q1
Henrietta Wood,snake,Florida,1.68,Q1
Billy Lucas,homeopathic remedy,New York,433.94,Q1
Mamie Roy,beanie baby,Texas,145.67,Q1
Sophia Stephens,watermelon,New York,100.67,Q1
Iva Holmes,homeopathic remedy,Massachusetts,3662.28,Q1
Antonio Walton,watermelon,California,1290.91,Q1
Ivan Moore,401k,California,94.06,Q1
Charlotte Bryan,watermelon,New York,9747.14,Q1
Sally Tucker,401k,Florida,3389.64,Q1
Viola Watson,watermelon,California,1622.50,Q1
Ivan Moore,401k,Texas,4669.22,Q1
Marc Bell,homeopathic remedy,New York,6126.65,Q1
Nora Brooks,401k,New York,4168.67,Q1
Mary Townsend,homeopathic remedy,Florida,0.34,Q1
Marc Bell,beanie baby,California,183.38,Q1
Lela Harvey,beanie baby,Florida,33.43,Q1
Gertrude Harrington,401k,California,862.67,Q1
Alejandro Castro,snake,Texas,22.63,Q1
Johnny Wagner,homeopathic remedy,New York,374.40,Q1
Maude Hoffman,snake,Massachusetts,3778.53,Q1
Ricky Burgess,watermelon,Massachusetts,1589.80,Q1
Ina Evans,watermelon,New York,225.74,Q1
Tillie Bryant,watermelon,Florida,5508.46,Q1
Annie Perkins,homeopathic remedy,Florida,402.91,Q1
Irene Webster,beanie baby,Texas,12.82,Q1
Addie Sutton,watermelon,Florida,1184.73,Q1
Abbie Jenkins,watermelon,Texas,4240.21,Q1
Jeanette Robertson,homeopathic remedy,Massachusetts,1326.82,Q1
Genevieve Thornton,401k,Texas,3050.30,Q1
Mae Summers,401k,California,47.31,Q1
Elmer McLaughlin,watermelon,Texas,798.92,Q1
Sophia Wilson,snake,Texas,621.31,Q1
Douglas Edwards,snake,Massachusetts,7923.73,Q1
Roxie McCormick,watermelon,New York,2757.41,Q1
Ida Hale,watermelon,Massachusetts,1277.35,Q1
Mark Parks,homeopathic remedy,Florida,2117.81,Q1
Annie Perkins,homeopathic remedy,Texas,8716.02,Q1
Mamie Roy,beanie baby,New York,5716.92,Q1
Manuel Boyd,beanie baby,New York,240.74,Q1
Isabelle Mills,homeopathic remedy,California,7477.62,Q1
Lela Harvey,homeopathic remedy,Massachusetts,8516.86,Q1
Douglas Edwards,homeopathic remedy,Texas,740.29,Q1
Amelia Pope,homeopathic remedy,Texas,7668.66,Q1
Billy Lucas,beanie baby,Texas,5320.04,Q1
Samuel Yates,snake,Massachusetts,1167.39,Q1
Johnny Wagner,watermelon,Texas,246.51,Q1
Manuel Boyd,watermelon,New York,6884.85,Q1
James Green,snake,Massachusetts,165.85,Q1
Luis Gilbert,401k,Texas,7663.32,Q1
Sophia Wilson,beanie baby,Massachusetts,5923.72,Q1
Luis Gilbert,homeopathic remedy,California,77.33,Q1
Gertrude Harrington,watermelon,California,400.87,Q1
Caroline Berry,snake,California,6619.30,Q1
Eva Carter,watermelon,Florida,204.37,Q1
Lelia Bowen,homeopathic remedy,Texas,1123.73,Q1
James Green,watermelon,Florida,306.61,Q1
Emily Gardner,watermelon,Texas,8476.30,Q1
Luis Gilbert,homeopathic remedy,Florida,1579.09,Q1
Birdie Simmons,watermelon,Florida,503.39,Q1
Amelia Pope,beanie baby,Florida,3680.94,Q1
Stephen Baker,watermelon,New York,1857.12,Q1
Ivan Moore,homeopathic remedy,New York,8262.99,Q1
Nannie Clarke,beanie baby,Florida,4808.57,Q1
Shawn Martin,watermelon,Massachusetts,5520.79,Q1
Lola Wade,watermelon,Florida,209.48,Q1
Ricky Burgess,snake,Texas,4929.00,Q1
Antonio Walton,watermelon,Massachusetts,3896.92,Q1
Theresa Frazier,homeopathic remedy,Texas,1372.63,Q1
Henrietta Wood,snake,Florida,283.17,Q1
Curtis Cannon,homeopathic remedy,Texas,6637.79,Q1
Emily Gardner,401k,New York,12.73,Q2
Birdie Carter,snake,Texas,8602.04,Q2
Charlotte Bryan,snake,California,432.37,Q2
Stephen Baker,homeopathic remedy,Florida,9251.59,Q2
Nora Brooks,watermelon,Massachusetts,5287.89,Q2
Maude Hoffman,homeopathic remedy,Florida,7891.57,Q2
Elmer McLaughlin,snake,California,1531.28,Q2
Ian Miller,watermelon,Florida,2744.22,Q2
Sarah Massey,beanie baby,Florida,1038.31,Q2
Mark Parks,watermelon,California,6483.61,Q2
Nora Gray,watermelon,New York,6193.44,Q2
